q_id	q0	doc_id	score	rank	model
1	0	s_2384_162_0	0.6048413515090942	169	all-MiniLM-L6-v2
1	0	s_1545_22_0	0.6047325134277344	170	all-MiniLM-L6-v2
1	0	s_782_56_5	0.6044023036956787	171	all-MiniLM-L6-v2
1	0	s_1483_55_6	0.604232907295227	172	all-MiniLM-L6-v2
1	0	s_993_228_0	0.604017972946167	173	all-MiniLM-L6-v2
1	0	s_420_1441_0	0.6037942171096802	174	all-MiniLM-L6-v2
1	0	s_170_121_13	0.6035037040710449	175	all-MiniLM-L6-v2
1	0	s_2139_27_6	0.602901041507721	176	all-MiniLM-L6-v2
1	0	s_1714_169_5	0.6028962731361389	177	all-MiniLM-L6-v2
1	0	s_2953_456_0	0.6028359532356262	178	all-MiniLM-L6-v2
1	0	s_1265_436_3	0.6027582883834839	179	all-MiniLM-L6-v2
1	0	s_1234_457_3	0.6024855375289917	180	all-MiniLM-L6-v2
1	0	s_2100_103_2	0.601825475692749	181	all-MiniLM-L6-v2
1	0	s_1619_94_7	0.601731538772583	182	all-MiniLM-L6-v2
1	0	s_2372_775_0	0.601611852645874	183	all-MiniLM-L6-v2
1	0	s_1018_1301_1	0.601593017578125	184	all-MiniLM-L6-v2
1	0	s_1404_850_10	0.6015710830688477	185	all-MiniLM-L6-v2
1	0	s_2512_373_2	0.6015142798423767	186	all-MiniLM-L6-v2
1	0	s_132_167_0	0.6006463766098022	187	all-MiniLM-L6-v2
1	0	s_2993_388_14	0.6005779504776001	188	all-MiniLM-L6-v2
1	0	s_2139_46_3	0.6000779867172241	189	all-MiniLM-L6-v2
1	0	s_855_1863_0	0.6000539660453796	190	all-MiniLM-L6-v2
1	0	s_839_1072_3	0.5998634099960327	191	all-MiniLM-L6-v2
1	0	s_1932_39_3	0.5996338129043579	192	all-MiniLM-L6-v2
1	0	s_2643_128_1	0.5989101529121399	193	all-MiniLM-L6-v2
1	0	s_1170_120_10	0.5987740755081177	194	all-MiniLM-L6-v2
1	0	s_2680_74_4	0.5986784100532532	195	all-MiniLM-L6-v2
1	0	s_1265_110_0	0.5986526012420654	196	all-MiniLM-L6-v2
1	0	s_2858_143_3	0.5980561971664429	197	all-MiniLM-L6-v2
1	0	s_2188_97_0	0.5980406999588013	198	all-MiniLM-L6-v2
1	0	s_1388_1136_0	0.5980039834976196	199	all-MiniLM-L6-v2
1	0	s_1826_833_0	0.5979397296905518	200	all-MiniLM-L6-v2
1	0	s_552_75_1	0.5978083610534668	201	all-MiniLM-L6-v2
1	0	s_597_421_4	0.5976113677024841	202	all-MiniLM-L6-v2
1	0	s_775_466_10	0.5975912809371948	203	all-MiniLM-L6-v2
1	0	s_2417_69_0	0.5974582433700562	204	all-MiniLM-L6-v2
1	0	s_2007_242_0	0.5970831513404846	205	all-MiniLM-L6-v2
1	0	s_479_69_1	0.5963684320449829	206	all-MiniLM-L6-v2
1	0	s_2415_194_3	0.5960121750831604	207	all-MiniLM-L6-v2
1	0	s_2815_1268_2	0.595919132232666	208	all-MiniLM-L6-v2
1	0	s_1937_101_7	0.5958850383758545	209	all-MiniLM-L6-v2
1	0	s_2337_919_1	0.5951848030090332	210	all-MiniLM-L6-v2
1	0	s_2007_212_0	0.594199538230896	211	all-MiniLM-L6-v2
1	0	s_1194_64_0	0.5939642190933228	212	all-MiniLM-L6-v2
1	0	s_2033_555_0	0.5936986207962036	213	all-MiniLM-L6-v2
1	0	s_2139_10_2	0.5936060547828674	214	all-MiniLM-L6-v2
1	0	s_685_155_1	0.593242347240448	215	all-MiniLM-L6-v2
1	0	s_614_1616_4	0.5929012298583984	216	all-MiniLM-L6-v2
1	0	s_655_783_9	0.5929012298583984	217	all-MiniLM-L6-v2
1	0	s_1234_347_0	0.5928460359573364	218	all-MiniLM-L6-v2
1	0	s_1843_242_21	0.5925052165985107	219	all-MiniLM-L6-v2
1	0	s_804_136_0	0.5924825668334961	220	all-MiniLM-L6-v2
1	0	s_2035_931_6	0.5924478769302368	221	all-MiniLM-L6-v2
1	0	s_888_440_3	0.5921781063079834	222	all-MiniLM-L6-v2
1	0	s_2024_186_0	0.5921549201011658	223	all-MiniLM-L6-v2
1	0	s_2091_199_2	0.5918188095092773	224	all-MiniLM-L6-v2
1	0	s_1633_278_0	0.5917801260948181	225	all-MiniLM-L6-v2
1	0	s_2017_28_0	0.5911984443664551	226	all-MiniLM-L6-v2
1	0	s_1404_1277_1	0.5910313129425049	227	all-MiniLM-L6-v2
1	0	s_774_786_1	0.5907891988754272	228	all-MiniLM-L6-v2
1	0	s_1404_316_9	0.5906915664672852	229	all-MiniLM-L6-v2
1	0	s_993_26_1	0.5904840230941772	230	all-MiniLM-L6-v2
1	0	s_2840_394_1	0.5904772281646729	231	all-MiniLM-L6-v2
1	0	s_18_811_66	0.5903778076171875	232	all-MiniLM-L6-v2
1	0	s_708_942_2	0.5901944041252136	233	all-MiniLM-L6-v2
1	0	s_1841_458_0	0.5898434519767761	234	all-MiniLM-L6-v2
1	0	s_2415_8_1	0.5895735621452332	235	all-MiniLM-L6-v2
1	0	s_1488_203_7	0.5894714593887329	236	all-MiniLM-L6-v2
1	0	s_2993_372_0	0.5894244313240051	237	all-MiniLM-L6-v2
1	0	s_1147_771_3	0.5891683101654053	238	all-MiniLM-L6-v2
1	0	s_2663_69_133	0.5891084671020508	239	all-MiniLM-L6-v2
1	0	s_1587_1507_0	0.5888139009475708	240	all-MiniLM-L6-v2
1	0	s_740_827_4	0.5887941122055054	241	all-MiniLM-L6-v2
1	0	s_2625_304_2	0.5887836217880249	242	all-MiniLM-L6-v2
1	0	s_349_414_0	0.5887836217880249	243	all-MiniLM-L6-v2
1	0	s_508_82_0	0.5882817506790161	244	all-MiniLM-L6-v2
1	0	s_1118_387_1	0.5882389545440674	245	all-MiniLM-L6-v2
1	0	s_2470_23_10	0.5876776576042175	246	all-MiniLM-L6-v2
1	0	s_2401_28_4	0.5876010060310364	247	all-MiniLM-L6-v2
1	0	s_2139_103_1	0.5875625610351562	248	all-MiniLM-L6-v2
1	0	s_1768_142_0	0.5874119400978088	249	all-MiniLM-L6-v2
1	0	s_2663_29_6	0.5872236490249634	250	all-MiniLM-L6-v2
1	0	s_1581_831_1	0.5871810913085938	251	all-MiniLM-L6-v2
1	0	s_188_399_2	0.5871106386184692	252	all-MiniLM-L6-v2
1	0	s_1404_728_8	0.5854663848876953	253	all-MiniLM-L6-v2
1	0	s_2447_475_0	0.5852453708648682	254	all-MiniLM-L6-v2
1	0	s_1625_596_2	0.5851994752883911	255	all-MiniLM-L6-v2
1	0	s_552_312_27	0.5840981006622314	256	all-MiniLM-L6-v2
1	0	s_1483_8_10	0.5838712453842163	257	all-MiniLM-L6-v2
1	0	s_508_7_5	0.5837838649749756	258	all-MiniLM-L6-v2
1	0	s_1601_65_18	0.5834531784057617	259	all-MiniLM-L6-v2
1	0	s_313_792_274	0.583386242389679	260	all-MiniLM-L6-v2
1	0	s_982_330_0	0.5829249620437622	261	all-MiniLM-L6-v2
1	0	s_1955_365_0	0.5828598737716675	262	all-MiniLM-L6-v2
1	0	s_1285_188_0	0.5827614068984985	263	all-MiniLM-L6-v2
1	0	s_2065_1083_13	0.5827522873878479	264	all-MiniLM-L6-v2
1	0	s_2042_895_0	0.5823774933815002	265	all-MiniLM-L6-v2
1	0	s_1824_1555_3	0.582295835018158	266	all-MiniLM-L6-v2
1	0	s_3075_122_1	0.5821338891983032	267	all-MiniLM-L6-v2
1	0	s_2418_28_0	0.5820872783660889	268	all-MiniLM-L6-v2
1	0	s_1641_19_1	0.5820457935333252	269	all-MiniLM-L6-v2
1	0	s_91_185_0	0.581666111946106	270	all-MiniLM-L6-v2
1	0	s_1499_1112_5	0.5811935663223267	271	all-MiniLM-L6-v2
1	0	s_1404_57_25	0.5811710357666016	272	all-MiniLM-L6-v2
1	0	s_2886_1_18	0.5809436440467834	273	all-MiniLM-L6-v2
1	0	s_2100_1_24	0.5806935429573059	274	all-MiniLM-L6-v2
1	0	s_2844_643_12	0.5805902481079102	275	all-MiniLM-L6-v2
1	0	s_2161_201_1	0.5805267691612244	276	all-MiniLM-L6-v2
1	0	s_1193_940_0	0.5804893970489502	277	all-MiniLM-L6-v2
1	0	s_1404_1083_0	0.5804737210273743	278	all-MiniLM-L6-v2
1	0	s_289_963_19	0.5804034471511841	279	all-MiniLM-L6-v2
1	0	s_2544_604_5	0.5803506374359131	280	all-MiniLM-L6-v2
1	0	s_2953_602_84	0.5802622437477112	281	all-MiniLM-L6-v2
1	0	s_1404_1060_10	0.5802234411239624	282	all-MiniLM-L6-v2
1	0	s_1012_884_1	0.5800265073776245	283	all-MiniLM-L6-v2
1	0	s_2625_518_3	0.5798831582069397	284	all-MiniLM-L6-v2
1	0	s_230_483_1	0.5794881582260132	285	all-MiniLM-L6-v2
1	0	s_1680_718_0	0.579399824142456	286	all-MiniLM-L6-v2
1	0	s_840_526_1	0.5792475938796997	287	all-MiniLM-L6-v2
1	0	s_1764_1_1	0.5786669850349426	288	all-MiniLM-L6-v2
1	0	s_682_730_1	0.5786185264587402	289	all-MiniLM-L6-v2
1	0	s_2479_35_10	0.5784311294555664	290	all-MiniLM-L6-v2
1	0	s_2184_238_2	0.5780920386314392	291	all-MiniLM-L6-v2
1	0	s_1472_1_2	0.5780630707740784	292	all-MiniLM-L6-v2
1	0	s_2593_453_0	0.578022837638855	293	all-MiniLM-L6-v2
1	0	s_2625_751_1	0.5778831839561462	294	all-MiniLM-L6-v2
1	0	s_2292_1189_5	0.5774863958358765	295	all-MiniLM-L6-v2
1	0	s_502_1848_3	0.5772155523300171	296	all-MiniLM-L6-v2
1	0	s_2916_127_2	0.5767959952354431	297	all-MiniLM-L6-v2
1	0	s_749_714_1	0.5766966342926025	298	all-MiniLM-L6-v2
1	0	s_1663_0_5	0.5766361951828003	299	all-MiniLM-L6-v2
1	0	s_1920_32_2	0.576596736907959	300	all-MiniLM-L6-v2
1	0	s_1578_959_1	0.5765609741210938	301	all-MiniLM-L6-v2
1	0	s_237_498_0	0.5765582323074341	302	all-MiniLM-L6-v2
1	0	s_525_48_0	0.5765581130981445	303	all-MiniLM-L6-v2
1	0	s_2786_9_137	0.5764040946960449	304	all-MiniLM-L6-v2
1	0	s_1551_248_8	0.5761275291442871	305	all-MiniLM-L6-v2
1	0	s_2890_247_294	0.5760557651519775	306	all-MiniLM-L6-v2
1	0	s_1194_96_5	0.5755853652954102	307	all-MiniLM-L6-v2
1	0	s_2625_354_0	0.5752271413803101	308	all-MiniLM-L6-v2
1	0	s_1494_29_3	0.5751864910125732	309	all-MiniLM-L6-v2
1	0	s_1613_326_0	0.5750384330749512	310	all-MiniLM-L6-v2
1	0	s_1846_1_0	0.5748521089553833	311	all-MiniLM-L6-v2
1	0	s_2428_280_3	0.5748324394226074	312	all-MiniLM-L6-v2
1	0	s_952_23_2	0.5747454166412354	313	all-MiniLM-L6-v2
1	0	s_993_965_1	0.5745558142662048	314	all-MiniLM-L6-v2
1	0	s_449_104_0	0.574500560760498	315	all-MiniLM-L6-v2
1	0	s_2815_1297_9	0.574463963508606	316	all-MiniLM-L6-v2
1	0	s_2100_452_0	0.5744114518165588	317	all-MiniLM-L6-v2
1	0	s_2836_287_0	0.5741262435913086	318	all-MiniLM-L6-v2
1	0	s_2958_188_11	0.573822021484375	319	all-MiniLM-L6-v2
1	0	s_17_843_10	0.5732046961784363	320	all-MiniLM-L6-v2
1	0	s_1535_990_3	0.5729802846908569	321	all-MiniLM-L6-v2
1	0	s_1499_289_32	0.57271409034729	322	all-MiniLM-L6-v2
1	0	s_2536_48_0	0.572456419467926	323	all-MiniLM-L6-v2
1	0	s_2749_588_0	0.5719816088676453	324	all-MiniLM-L6-v2
1	0	s_2455_115_0	0.5717666149139404	325	all-MiniLM-L6-v2
1	0	s_1514_116_201	0.571708083152771	326	all-MiniLM-L6-v2
1	0	s_1014_1251_0	0.5715336203575134	327	all-MiniLM-L6-v2
1	0	s_1692_475_86	0.5714895725250244	328	all-MiniLM-L6-v2
1	0	s_595_462_1	0.5714555978775024	329	all-MiniLM-L6-v2
1	0	s_1933_240_0	0.5713976621627808	330	all-MiniLM-L6-v2
1	0	s_1450_920_0	0.571278989315033	331	all-MiniLM-L6-v2
1	0	s_1599_115_35	0.5711848735809326	332	all-MiniLM-L6-v2
1	0	s_1163_776_0	0.5708642601966858	333	all-MiniLM-L6-v2
1	0	s_1552_562_2	0.5707210302352905	334	all-MiniLM-L6-v2
1	0	s_1324_863_1	0.5706474781036377	335	all-MiniLM-L6-v2
1	0	s_951_54_0	0.5705461502075195	336	all-MiniLM-L6-v2
1	0	s_508_84_3	0.5705007314682007	337	all-MiniLM-L6-v2
1	0	s_2330_802_1	0.570084273815155	338	all-MiniLM-L6-v2
1	0	s_1601_1048_18	0.5699315071105957	339	all-MiniLM-L6-v2
1	0	s_2678_282_0	0.5697401165962219	340	all-MiniLM-L6-v2
1	0	s_1329_146_7	0.5697164535522461	341	all-MiniLM-L6-v2
1	0	s_2993_388_17	0.5695003271102905	342	all-MiniLM-L6-v2
1	0	s_1095_861_0	0.5691899657249451	343	all-MiniLM-L6-v2
1	0	s_2815_877_70	0.5691776275634766	344	all-MiniLM-L6-v2
1	0	s_1247_1075_1	0.5688443183898926	345	all-MiniLM-L6-v2
1	0	s_2100_453_0	0.5687291622161865	346	all-MiniLM-L6-v2
1	0	s_508_46_4	0.568695068359375	347	all-MiniLM-L6-v2
1	0	s_2993_58_0	0.5682779550552368	348	all-MiniLM-L6-v2
1	0	s_1586_494_0	0.5682458877563477	349	all-MiniLM-L6-v2
1	0	s_2765_850_2	0.5681890845298767	350	all-MiniLM-L6-v2
1	0	s_3028_530_0	0.568120002746582	351	all-MiniLM-L6-v2
1	0	s_2974_1910_9	0.5681098699569702	352	all-MiniLM-L6-v2
1	0	s_993_350_1	0.5679359436035156	353	all-MiniLM-L6-v2
1	0	s_2958_299_28	0.5679048895835876	354	all-MiniLM-L6-v2
1	0	s_1749_1044_8	0.5676692724227905	355	all-MiniLM-L6-v2
1	0	s_2951_1194_0	0.5675860643386841	356	all-MiniLM-L6-v2
1	0	s_2969_277_1	0.5674104690551758	357	all-MiniLM-L6-v2
1	0	s_508_64_4	0.5665441751480103	358	all-MiniLM-L6-v2
1	0	s_2201_294_2	0.5662367343902588	359	all-MiniLM-L6-v2
1	0	s_612_1004_0	0.5662227869033813	360	all-MiniLM-L6-v2
1	0	s_56_303_4	0.5660686492919922	361	all-MiniLM-L6-v2
1	0	s_2836_249_35	0.5660369396209717	362	all-MiniLM-L6-v2
1	0	s_1551_28_4	0.5659661293029785	363	all-MiniLM-L6-v2
1	0	s_1132_701_3	0.5657520890235901	364	all-MiniLM-L6-v2
1	0	s_65_29_0	0.565564751625061	365	all-MiniLM-L6-v2
1	0	s_2010_458_1	0.5654328465461731	366	all-MiniLM-L6-v2
1	0	s_993_525_4	0.565368115901947	367	all-MiniLM-L6-v2
1	0	s_2514_905_0	0.5652639865875244	368	all-MiniLM-L6-v2
1	0	s_2387_247_0	0.5652589201927185	369	all-MiniLM-L6-v2
1	0	s_781_183_3	0.565241813659668	370	all-MiniLM-L6-v2
